chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness	Stripiness
chr19	38122600.0	38123000.0	chr19	38114201.0	38127401.0	13200.0	400.0	431.0	3.265151515151515	95.0%	0.0	190565.0	190664.0	4.0	6.0	66.0	2.0	2.0	885	38121800	38124000	0.0012090799597538	0.5691489361702128	0.5691489361702128
chr19	38141000.0	38141400.0	chr19	38139601.0	38142801.0	3200.0	400.0	422.0	13.1875	95.0%	0.0	190657.0	190756.0	4.0	41.0	16.0	2.0	2.0	886	38140200	38142400	4.139481583141116e-05	0.4912689173457509	0.4912689173457509
chr19	38142000.0	38142400.0	chr19	38133601.0	38144001.0	10400.0	400.0	485.0	4.663461538461538	95.0%	0.0	190662.0	190761.0	4.0	6.0	52.0	2.0	2.0	887	38141200	38143400	1.72553517679741e-06	0.5561926605504587	0.5561926605504587
chr19	38152800.0	38153200.0	chr19	38144401.0	38159001.0	14600.0	400.0	568.0	3.8904109589041096	95.0%	0.0	190716.0	190815.0	4.0	6.0	73.0	2.0	2.0	888	38152000	38154200	1.2219753625361643e-06	0.6569767441860465	0.6569767441860465
chr19	38158800.0	38159200.0	chr19	38153001.0	38161001.0	8000.0	400.0	398.0	4.975	95.0%	0.0	190746.0	190845.0	4.0	19.0	40.0	2.0	2.0	889	38158000	38160200	0.0394984388701227	0.5414965986394558	0.5414965986394558
chr19	38170200.0	38170600.0	chr19	38161801.0	38175801.0	14000.0	400.0	610.0	4.357142857142857	95.0%	0.0	190803.0	190902.0	4.0	6.0	70.0	2.0	2.0	890	38169400	38171600	0.0111450476588836	0.6482465462274176	0.6482465462274176
chr19	38175200.0	38175600.0	chr19	38166801.0	38178801.0	12000.0	400.0	504.0	4.2	95.0%	0.0	190828.0	190927.0	4.0	6.0	60.0	2.0	2.0	891	38174400	38176600	0.0469880585006406	0.6237623762376238	0.6237623762376238
chr19	38189800.0	38190200.0	chr19	38185801.0	38192201.0	6400.0	400.0	432.0	6.75	95.0%	0.0	190901.0	191000.0	4.0	28.0	32.0	2.0	2.0	892	38189000	38191200	0.0159596075547785	0.496551724137931	0.496551724137931
chr19	38197000.0	38197400.0	chr19	38188601.0	38201001.0	12400.0	400.0	547.0	4.411290322580645	95.0%	0.0	190937.0	191036.0	4.0	6.0	62.0	2.0	2.0	893	38196200	38198400	0.4498355167300484	0.6152980877390326	0.6152980877390326
chr19	38203200.0	38203600.0	chr19	38199801.0	38204801.0	5000.0	400.0	473.0	9.46	95.0%	0.0	190968.0	191067.0	4.0	31.0	25.0	2.0	2.0	894	38202400	38204600	0.009607913945339	0.490134994807892	0.490134994807892
chr19	38206600.0	38207000.0	chr19	38203001.0	38209801.0	6800.0	400.0	619.0	9.102941176470589	95.0%	0.0	190985.0	191084.0	4.0	30.0	34.0	2.0	2.0	895	38205800	38208000	0.0004789167591178	0.6015549076773566	0.6015549076773566
chr19	38207200.0	38207600.0	chr19	38198801.0	38210401.0	11600.0	400.0	595.0	5.129310344827586	95.0%	0.0	190988.0	191087.0	4.0	6.0	58.0	2.0	2.0	896	38206400	38208600	0.0393875766899648	0.6115107913669064	0.6115107913669064
chr19	38208200.0	38208600.0	chr19	38206201.0	38209801.0	3600.0	400.0	310.0	8.61111111111111	95.0%	0.0	190993.0	191092.0	4.0	38.0	18.0	2.0	2.0	897	38207400	38209600	0.3224358357939983	0.4116865869853918	0.4116865869853918
chr19	38209600.0	38210000.0	chr19	38208001.0	38210801.0	2800.0	400.0	489.0	17.464285714285715	95.0%	0.0	191000.0	191099.0	4.0	40.0	14.0	2.0	2.0	898	38208800	38211000	0.0011461438041924	0.4289473684210526	0.42894736842105263
chr19	38213400.0	38213800.0	chr19	38205001.0	38217201.0	12200.0	400.0	673.0	5.516393442622951	95.0%	0.0	191019.0	191118.0	4.0	6.0	61.0	2.0	2.5	899	38212600	38214800	0.0043814157983643	0.6523855890944499	0.6523855890944499
chr19	38216000.0	38216400.0	chr19	38207601.0	38220801.0	13200.0	400.0	624.0	4.7272727272727275	95.0%	0.0	191032.0	191131.0	4.0	6.0	66.0	2.0	2.0	900	38215200	38217400	0.0198845630907796	0.6159203980099502	0.6159203980099502
chr19	38218600.0	38219000.0	chr19	38210201.0	38224601.0	14400.0	400.0	622.0	4.319444444444445	95.0%	0.0	191045.0	191144.0	4.0	6.0	72.0	2.0	2.0	901	38217800	38220000	0.1658950312060307	0.6695371367061357	0.6695371367061357
chr19	38225800.0	38226200.0	chr19	38217401.0	38228401.0	11000.0	400.0	568.0	5.163636363636364	95.0%	0.0	191081.0	191180.0	4.0	6.0	55.0	2.0	2.0	902	38225000	38227200	0.1143761502735611	0.5249294449670743	0.5249294449670743
chr19	38226400.0	38226800.0	chr19	38218001.0	38228601.0	10600.0	400.0	711.0	6.7075471698113205	95.0%	0.0	191084.0	191183.0	4.0	6.0	53.0	2.0	2.0	903	38225600	38227800	0.3371534482428426	0.5604483586869495	0.5604483586869495
chr19	38228400.0	38228800.0	chr19	38220001.0	38233601.0	13600.0	400.0	570.0	4.1911764705882355	95.0%	0.0	191094.0	191193.0	4.0	6.0	68.0	2.0	2.0	904	38227600	38229800	0.0137652933356989	0.587203302373581	0.587203302373581
chr19	38229600.0	38230000.0	chr19	38223801.0	38233001.0	9200.0	400.0	575.0	6.25	95.0%	0.0	191100.0	191199.0	4.0	19.0	46.0	2.0	2.0	905	38228800	38231000	0.0296921528612154	0.4254681647940075	0.4254681647940075
chr19	38236600.0	38237000.0	chr19	38228201.0	38238601.0	10400.0	400.0	421.0	4.048076923076923	95.0%	0.0	191135.0	191234.0	4.0	6.0	52.0	2.0	2.0	906	38235800	38238000	0.7055141463591407	0.4952941176470588	0.49529411764705883
chr19	38239800.0	38240200.0	chr19	38231401.0	38243401.0	12000.0	400.0	505.0	4.208333333333333	95.0%	0.0	191151.0	191250.0	4.0	6.0	60.0	2.0	2.0	907	38239000	38241200	0.2931185535274012	0.5797933409873708	0.5797933409873708
chr19	38246200.0	38246600.0	chr19	38237801.0	38251601.0	13800.0	400.0	664.0	4.811594202898551	95.0%	0.0	191183.0	191282.0	4.0	6.0	69.0	2.0	2.0	908	38245400	38247600	0.4162607696340578	0.6155285313376988	0.6155285313376988
chr19	38251000.0	38251400.0	chr19	38242601.0	38258601.0	16000.0	400.0	977.0	6.10625	95.0%	0.0	191207.0	191306.0	4.0	6.0	80.0	2.0	3.0	909	38250200	38252400	9.523843274533517e-06	0.6889985895627645	0.6889985895627645
chr19	38253600.0	38254000.0	chr19	38245201.0	38259001.0	13800.0	400.0	836.0	6.057971014492754	95.0%	0.0	191220.0	191319.0	4.0	6.0	69.0	2.0	2.0	910	38252800	38255000	1.3128732423468298e-06	0.6585173501577287	0.6585173501577287
chr19	38267400.0	38267800.0	chr19	38259001.0	38273801.0	14800.0	400.0	713.0	4.8175675675675675	95.0%	0.0	191289.0	191388.0	4.0	6.0	74.0	2.0	3.0	911	38266600	38268800	0.2932804801429934	0.6820365033621518	0.6820365033621518
chr19	38280600.0	38281000.0	chr19	38272201.0	38285401.0	13200.0	400.0	723.0	5.4772727272727275	95.0%	0.0	191355.0	191454.0	4.0	6.0	66.0	2.0	2.0	912	38279800	38282000	0.0114973496727351	0.636443661971831	0.636443661971831
chr19	38293400.0	38293800.0	chr19	38291201.0	38295001.0	3800.0	400.0	529.0	13.921052631578949	95.0%	0.0	191419.0	191518.0	4.0	37.0	19.0	2.0	2.0	913	38292600	38294800	0.076849078575602	0.4770642201834862	0.47706422018348627
chr19	38298200.0	38298600.0	chr19	38296001.0	38300201.0	4200.0	400.0	664.0	15.80952380952381	95.0%	0.0	191443.0	191542.0	4.0	37.0	21.0	2.0	2.0	914	38297400	38299600	0.0118743765222782	0.5625531914893617	0.5625531914893617
chr19	38300200.0	38300600.0	chr19	38298801.0	38304601.0	5800.0	400.0	499.0	8.60344827586207	95.0%	0.0	191453.0	191552.0	4.0	41.0	29.0	2.0	2.0	915	38299400	38301600	0.0458830216881116	0.5114427860696518	0.5114427860696518
chr19	38308600.0	38309000.0	chr19	38307401.0	38310401.0	3000.0	400.0	525.0	17.5	95.0%	0.0	191495.0	191594.0	4.0	42.0	15.0	2.0	3.0	916	38307800	38310000	0.1026456511290651	0.4645390070921986	0.4645390070921986
chr19	38315800.0	38316200.0	chr19	38307401.0	38320001.0	12600.0	400.0	865.0	6.865079365079365	95.0%	0.0	191531.0	191630.0	4.0	6.0	63.0	2.0	2.0	917	38315000	38317200	1.911004868843953e-20	0.4802007808142777	0.48020078081427775
chr19	38320000.0	38320400.0	chr19	38311601.0	38324201.0	12600.0	400.0	1052.0	8.34920634920635	95.0%	0.0	191552.0	191651.0	4.0	6.0	63.0	2.0	3.0	918	38319200	38321400	1.3187004089280085e-07	0.6260454002389486	0.6260454002389486
chr19	38336400.0	38336800.0	chr19	38328001.0	38341001.0	13000.0	400.0	1058.0	8.138461538461538	95.0%	0.0	191634.0	191733.0	4.0	6.0	65.0	2.0	2.0	919	38335600	38337800	1.013228616913548e-10	0.5179185076092293	0.5179185076092293
chr19	38336800.0	38337200.0	chr19	38328401.0	38344601.0	16200.0	400.0	976.0	6.0246913580246915	95.0%	0.0	191636.0	191735.0	4.0	6.0	81.0	2.0	2.0	920	38336000	38338200	3.2160170902126932e-09	0.5574052812858783	0.5574052812858783
chr19	38342400.0	38342800.0	chr19	38338601.0	38346401.0	7800.0	400.0	572.0	7.333333333333333	95.0%	0.0	191664.0	191763.0	4.0	29.0	39.0	2.0	2.0	921	38341600	38343800	0.4042872953538932	0.5874485596707819	0.5874485596707819
chr19	38351800.0	38352200.0	chr19	38343401.0	38357601.0	14200.0	400.0	698.0	4.915492957746479	95.0%	0.0	191711.0	191810.0	4.0	6.0	71.0	2.0	2.0	922	38351000	38353200	0.0468216697746924	0.6563088512241054	0.6563088512241054
chr19	38361400.0	38361800.0	chr19	38353001.0	38368401.0	15400.0	400.0	1088.0	7.064935064935065	95.0%	0.0	191759.0	191858.0	4.0	6.0	77.0	2.0	2.0	923	38360600	38362800	1.7895159184012666e-26	0.655421686746988	0.655421686746988
chr19	38368000.0	38368400.0	chr19	38362001.0	38372201.0	10200.0	400.0	714.0	7.0	95.0%	0.0	191792.0	191891.0	4.0	18.0	51.0	2.0	3.0	924	38367200	38369400	0.0001854263098672	0.6478102189781022	0.6478102189781022
chr19	38372200.0	38372600.0	chr19	38363801.0	38373801.0	10000.0	400.0	630.0	6.3	95.0%	0.0	191813.0	191912.0	4.0	6.0	50.0	2.0	2.0	925	38371400	38373600	0.0015002946282874	0.6269113149847095	0.6269113149847095
chr19	38374400.0	38374800.0	chr19	38366001.0	38382601.0	16600.0	400.0	737.0	4.4397590361445785	95.0%	0.0	191824.0	191923.0	4.0	6.0	83.0	2.0	2.0	926	38373600	38375800	8.603207326421182e-09	0.4582294264339152	0.45822942643391523
chr19	38379000.0	38379400.0	chr19	38374201.0	38379801.0	5600.0	400.0	471.0	8.410714285714286	95.0%	0.0	191847.0	191946.0	4.0	24.0	28.0	2.0	3.0	927	38378200	38380400	0.1152873186981338	0.433799784714747	0.43379978471474706
chr19	38384600.0	38385000.0	chr19	38376201.0	38387601.0	11400.0	400.0	939.0	8.236842105263158	95.0%	0.0	191875.0	191974.0	4.0	6.0	57.0	2.0	3.0	928	38383800	38386000	0.0013309369955996	0.6797337278106509	0.6797337278106509
chr19	38391600.0	38392000.0	chr19	38383201.0	38397001.0	13800.0	400.0	820.0	5.942028985507246	95.0%	0.0	191910.0	192009.0	4.0	6.0	69.0	2.0	3.0	929	38390800	38393000	0.0014254122699338	0.6967353951890034	0.6967353951890034
chr19	38392600.0	38393000.0	chr19	38384201.0	38396801.0	12600.0	400.0	565.0	4.484126984126984	95.0%	0.0	191915.0	192014.0	4.0	6.0	63.0	2.0	3.0	930	38391800	38394000	0.2123407600652984	0.6132177681473456	0.6132177681473456
chr19	38410800.0	38411200.0	chr19	38402401.0	38417601.0	15200.0	400.0	898.0	5.907894736842105	95.0%	0.0	192006.0	192105.0	4.0	6.0	76.0	2.0	2.0	931	38410000	38412200	1.322365403426946e-06	0.7037617554858934	0.7037617554858934
chr19	38412800.0	38413200.0	chr19	38404401.0	38417401.0	13000.0	400.0	743.0	5.7153846153846155	95.0%	0.0	192016.0	192115.0	4.0	6.0	65.0	2.0	2.0	932	38412000	38414200	0.0143497660836923	0.6494755244755245	0.6494755244755245
chr19	38420800.0	38421200.0	chr19	38412401.0	38428601.0	16200.0	400.0	764.0	4.716049382716049	95.0%	0.0	192056.0	192155.0	4.0	6.0	81.0	2.0	3.0	933	38420000	38422200	0.3516747673100837	0.7033271719038817	0.7033271719038817
chr19	38421600.0	38422000.0	chr19	38413201.0	38427801.0	14600.0	400.0	652.0	4.465753424657534	95.0%	0.0	192060.0	192159.0	4.0	6.0	73.0	2.0	3.0	934	38420800	38423000	0.5968099519913048	0.7300337457817773	0.7300337457817773
chr19	38434600.0	38435000.0	chr19	38426201.0	38439401.0	13200.0	400.0	575.0	4.356060606060606	95.0%	0.0	192125.0	192224.0	4.0	6.0	66.0	2.0	2.0	935	38433800	38436000	0.2166071915796449	0.6027253668763103	0.6027253668763103
chr19	38441000.0	38441400.0	chr19	38432601.0	38446401.0	13800.0	400.0	667.0	4.833333333333333	95.0%	0.0	192157.0	192256.0	4.0	6.0	69.0	2.0	2.0	936	38440200	38442400	0.0002621113681224	0.6600199401794616	0.6600199401794616
chr19	38446000.0	38446400.0	chr19	38437601.0	38447801.0	10200.0	400.0	522.0	5.117647058823529	95.0%	0.0	192182.0	192281.0	4.0	6.0	51.0	2.0	2.0	937	38445200	38447400	0.4252504973213622	0.5656108597285068	0.5656108597285068
chr19	38448200.0	38448600.0	chr19	38439801.0	38452601.0	12800.0	400.0	703.0	5.4921875	95.0%	0.0	192193.0	192292.0	4.0	6.0	64.0	2.0	2.0	938	38447400	38449600	0.0643050665382559	0.6455463728191001	0.6455463728191001
chr19	38451600.0	38452000.0	chr19	38443201.0	38453401.0	10200.0	400.0	699.0	6.852941176470588	95.0%	0.0	192210.0	192309.0	4.0	6.0	51.0	2.0	2.0	939	38450800	38453000	2.03841264865144e-08	0.6050566695727986	0.6050566695727986
chr19	38458800.0	38459200.0	chr19	38450401.0	38464601.0	14200.0	400.0	539.0	3.795774647887324	95.0%	0.0	192246.0	192345.0	4.0	6.0	71.0	2.0	2.0	940	38458000	38460200	0.1698187422664632	0.6617100371747212	0.6617100371747212
chr19	38462400.0	38462800.0	chr19	38454001.0	38464201.0	10200.0	400.0	426.0	4.176470588235294	95.0%	0.0	192264.0	192363.0	4.0	6.0	51.0	2.0	2.0	941	38461600	38463800	0.1891134058992657	0.5275288092189501	0.5275288092189501
chr19	38463600.0	38464000.0	chr19	38455201.0	38468801.0	13600.0	400.0	574.0	4.220588235294118	95.0%	0.0	192270.0	192369.0	4.0	6.0	68.0	2.0	2.0	942	38462800	38465000	0.0227026928878369	0.6485875706214689	0.6485875706214689
chr19	38464200.0	38464600.0	chr19	38455801.0	38469601.0	13800.0	400.0	523.0	3.789855072463768	95.0%	0.0	192273.0	192372.0	4.0	6.0	69.0	2.0	2.0	943	38463400	38465600	0.2719691112036619	0.6696774193548387	0.6696774193548387
chr19	38473000.0	38473400.0	chr19	38464601.0	38475001.0	10400.0	400.0	400.0	3.8461538461538463	95.0%	0.0	192317.0	192416.0	4.0	6.0	52.0	2.0	2.0	944	38472200	38474400	0.5668063049178029	0.5201560468140443	0.5201560468140443
chr19	38497800.0	38498200.0	chr19	38489401.0	38502201.0	12800.0	400.0	592.0	4.625	95.0%	0.0	192441.0	192540.0	4.0	6.0	64.0	2.0	2.0	945	38497000	38499200	0.7538309784221241	0.6264550264550265	0.6264550264550265
chr19	38500200.0	38500600.0	chr19	38491801.0	38505401.0	13600.0	400.0	684.0	5.029411764705882	95.0%	0.0	192453.0	192552.0	4.0	6.0	68.0	2.0	2.0	946	38499400	38501600	0.0096156944861663	0.6595949855351977	0.6595949855351977
chr19	38504800.0	38505200.0	chr19	38496401.0	38506601.0	10200.0	400.0	547.0	5.362745098039215	95.0%	0.0	192476.0	192575.0	4.0	6.0	51.0	2.0	2.0	947	38504000	38506200	0.0489530215009028	0.5553235908141962	0.5553235908141962
chr19	38505800.0	38506200.0	chr19	38497401.0	38507201.0	9800.0	400.0	654.0	6.673469387755102	95.0%	0.0	192481.0	192580.0	4.0	6.0	49.0	2.0	2.0	948	38505000	38507200	0.0006245397199402	0.5888278388278388	0.5888278388278388
chr19	38508200.0	38508600.0	chr19	38506801.0	38514601.0	7800.0	400.0	700.0	8.974358974358974	95.0%	0.0	192493.0	192592.0	4.0	41.0	39.0	2.0	3.0	949	38507400	38509600	0.0354632101955801	0.6322463768115942	0.6322463768115942
chr19	38515800.0	38516200.0	chr19	38507401.0	38520801.0	13400.0	400.0	600.0	4.477611940298507	95.0%	0.0	192531.0	192630.0	4.0	6.0	67.0	2.0	2.0	950	38515000	38517200	0.8083624691996123	0.6282722513089005	0.6282722513089005
chr19	38524800.0	38525200.0	chr19	38516401.0	38529401.0	13000.0	400.0	543.0	4.176923076923077	95.0%	0.0	192576.0	192675.0	4.0	6.0	65.0	2.0	2.0	951	38524000	38526200	0.7049397038241209	0.6485507246376812	0.6485507246376812
chr19	38551200.0	38551600.0	chr19	38545401.0	38557601.0	12200.0	400.0	578.0	4.737704918032787	95.0%	0.0	192708.0	192807.0	4.0	19.0	61.0	2.0	2.0	952	38550400	38552600	0.0036310645704394	0.6041666666666666	0.6041666666666666
chr19	38561200.0	38561600.0	chr19	38552801.0	38567201.0	14400.0	400.0	641.0	4.451388888888889	95.0%	0.0	192758.0	192857.0	4.0	6.0	72.0	2.0	2.0	953	38560400	38562600	0.0427407743460043	0.6615067079463365	0.6615067079463365
chr19	38566600.0	38567000.0	chr19	38558201.0	38569801.0	11600.0	400.0	537.0	4.629310344827586	95.0%	0.0	192785.0	192884.0	4.0	6.0	58.0	2.0	2.0	954	38565800	38568000	0.3269117677801939	0.5737179487179487	0.5737179487179487
chr19	38572400.0	38572800.0	chr19	38564001.0	38574201.0	10200.0	400.0	553.0	5.421568627450981	95.0%	0.0	192814.0	192913.0	4.0	6.0	51.0	2.0	2.0	955	38571600	38573800	0.0867180747741117	0.5345849802371542	0.5345849802371542
chr19	38596200.0	38596600.0	chr19	38587801.0	38603801.0	16000.0	400.0	1074.0	6.7125	95.0%	0.0	192933.0	193032.0	4.0	6.0	80.0	2.0	2.0	956	38595400	38597600	1.870071429640599e-15	0.5983286908077995	0.5983286908077995
chr19	38612400.0	38612800.0	chr19	38604001.0	38618001.0	14000.0	400.0	767.0	5.478571428571429	95.0%	0.0	193014.0	193113.0	4.0	6.0	70.0	2.0	3.0	957	38611600	38613800	0.1586697236693038	0.6821844225604298	0.6821844225604298
chr19	38618400.0	38618800.0	chr19	38610001.0	38623801.0	13800.0	400.0	1061.0	7.688405797101449	95.0%	0.0	193044.0	193143.0	4.0	6.0	69.0	2.0	2.0	958	38617600	38619800	2.8154469267186175e-41	0.6305770374776919	0.6305770374776919
chr19	38632400.0	38632800.0	chr19	38624001.0	38633601.0	9600.0	400.0	501.0	5.21875	95.0%	0.0	193114.0	193213.0	4.0	6.0	48.0	2.0	2.0	959	38631600	38633800	0.0141691852586698	0.5302530253025303	0.5302530253025303
chr19	38636800.0	38637200.0	chr19	38628401.0	38641601.0	13200.0	400.0	667.0	5.053030303030303	95.0%	0.0	193136.0	193235.0	4.0	6.0	66.0	2.0	2.0	960	38636000	38638200	0.0510164439627818	0.5491183879093199	0.5491183879093199
chr19	38642000.0	38642400.0	chr19	38633601.0	38646401.0	12800.0	400.0	782.0	6.109375	95.0%	0.0	193162.0	193261.0	4.0	6.0	64.0	2.0	3.0	961	38641200	38643400	0.2089914555135036	0.658994032395567	0.658994032395567
chr19	38647200.0	38647600.0	chr19	38638801.0	38655601.0	16800.0	400.0	730.0	4.345238095238095	95.0%	0.0	193188.0	193287.0	4.0	6.0	84.0	2.0	2.0	962	38646400	38648600	2.6783422053854264e-07	0.5097765363128491	0.5097765363128491
chr19	38663600.0	38664000.0	chr19	38659601.0	38669001.0	9400.0	400.0	888.0	9.4468085106383	95.0%	0.0	193270.0	193369.0	4.0	28.0	47.0	2.0	3.0	963	38662800	38665000	7.497488148397095e-08	0.6785986290936786	0.6785986290936786
chr19	38664800.0	38665200.0	chr19	38659601.0	38669001.0	9400.0	400.0	838.0	8.914893617021276	95.0%	0.0	193276.0	193375.0	4.0	22.0	47.0	2.0	3.0	964	38664000	38666200	4.81115627986573e-06	0.6863226863226863	0.6863226863226863
chr19	38675600.0	38676000.0	chr19	38667201.0	38679001.0	11800.0	400.0	737.0	6.245762711864407	95.0%	0.0	193330.0	193429.0	4.0	6.0	59.0	2.0	2.0	965	38674800	38677000	0.0424704492500997	0.6609247506799637	0.6609247506799637
chr19	38679000.0	38679400.0	chr19	38670601.0	38681201.0	10600.0	400.0	673.0	6.349056603773585	95.0%	0.0	193347.0	193446.0	4.0	6.0	53.0	2.0	3.0	966	38678200	38680400	0.0063517389736403	0.623686723973257	0.623686723973257
chr19	38684000.0	38684400.0	chr19	38683201.0	38692201.0	9000.0	400.0	472.0	5.2444444444444445	95.0%	0.0	193372.0	193471.0	4.0	44.0	45.0	2.0	2.0	967	38683200	38685400	0.9585823217688856	0.5180722891566265	0.5180722891566265
chr19	38693400.0	38693800.0	chr19	38685001.0	38695601.0	10600.0	400.0	737.0	6.952830188679245	95.0%	0.0	193419.0	193518.0	4.0	6.0	53.0	2.0	2.0	968	38692600	38694800	0.0150951110973537	0.599835661462613	0.599835661462613
chr19	38739800.0	38740200.0	chr19	38731401.0	38744801.0	13400.0	400.0	869.0	6.485074626865671	95.0%	0.0	193651.0	193750.0	4.0	6.0	67.0	2.0	3.0	969	38739000	38741200	0.0161894723751737	0.6469708302169035	0.6469708302169035
chr19	38742800.0	38743200.0	chr19	38734401.0	38747601.0	13200.0	400.0	727.0	5.507575757575758	95.0%	0.0	193666.0	193765.0	4.0	6.0	66.0	2.0	2.0	970	38742000	38744200	0.0093139257124897	0.6852026390197926	0.6852026390197926
chr19	38744000.0	38744400.0	chr19	38735601.0	38747601.0	12000.0	400.0	805.0	6.708333333333333	95.0%	0.0	193672.0	193771.0	4.0	6.0	60.0	2.0	2.0	971	38743200	38745400	8.190204558304173e-05	0.6455493183640738	0.6455493183640738
chr19	38747200.0	38747600.0	chr19	38738801.0	38751401.0	12600.0	400.0	581.0	4.611111111111111	95.0%	0.0	193688.0	193787.0	4.0	6.0	63.0	2.0	2.0	972	38746400	38748600	0.1324494785023548	0.6043841336116911	0.6043841336116911
chr19	38786800.0	38787200.0	chr19	38778401.0	38788601.0	10200.0	400.0	480.0	4.705882352941177	95.0%	0.0	193886.0	193985.0	4.0	6.0	51.0	2.0	2.0	973	38786000	38788200	0.0128599911560617	0.523542600896861	0.523542600896861
chr19	38801800.0	38802200.0	chr19	38793401.0	38803401.0	10000.0	400.0	445.0	4.45	95.0%	0.0	193961.0	194060.0	4.0	6.0	50.0	2.0	2.0	974	38801000	38803200	0.3593962267797933	0.5017626321974148	0.5017626321974148
chr19	38803800.0	38804200.0	chr19	38795401.0	38806801.0	11400.0	400.0	593.0	5.201754385964913	95.0%	0.0	193971.0	194070.0	4.0	6.0	57.0	2.0	2.0	975	38803000	38805200	0.0004374812843867	0.594704684317719	0.594704684317719
chr19	38807200.0	38807600.0	chr19	38798801.0	38812201.0	13400.0	400.0	582.0	4.343283582089552	95.0%	0.0	193988.0	194087.0	4.0	6.0	67.0	2.0	2.0	976	38806400	38808600	0.1852818727887335	0.6291028446389497	0.6291028446389497
chr19	38808600.0	38809000.0	chr19	38800201.0	38813001.0	12800.0	400.0	612.0	4.78125	95.0%	0.0	193995.0	194094.0	4.0	6.0	64.0	2.0	2.0	977	38807800	38810000	0.3106768403426197	0.661588683351469	0.661588683351469
chr19	38812600.0	38813000.0	chr19	38804201.0	38817801.0	13600.0	400.0	853.0	6.272058823529412	95.0%	0.0	194015.0	194114.0	4.0	6.0	68.0	2.0	2.0	978	38811800	38814000	2.675051278330813e-08	0.6556495003843198	0.6556495003843198
chr19	38819200.0	38819600.0	chr19	38810801.0	38821201.0	10400.0	400.0	551.0	5.298076923076923	95.0%	0.0	194048.0	194147.0	4.0	6.0	52.0	2.0	2.0	979	38818400	38820600	0.0001000847125935	0.5751565762004175	0.5751565762004175
chr19	38839800.0	38840200.0	chr19	38831401.0	38843401.0	12000.0	400.0	717.0	5.975	95.0%	0.0	194151.0	194250.0	4.0	6.0	60.0	2.0	2.0	980	38839000	38841200	0.0001605517884904	0.6983349657198825	0.6983349657198825
chr19	38842600.0	38843000.0	chr19	38834201.0	38844201.0	10000.0	400.0	541.0	5.41	95.0%	0.0	194165.0	194264.0	4.0	6.0	50.0	2.0	2.0	981	38841800	38844000	0.0179304914816102	0.6189931350114416	0.6189931350114416
chr19	38849800.0	38850200.0	chr19	38846201.0	38851601.0	5400.0	400.0	855.0	15.833333333333334	95.0%	0.0	194201.0	194300.0	4.0	30.0	27.0	2.0	2.0	982	38849000	38851200	7.662971776745216e-05	0.5054086538461539	0.5054086538461539
chr19	38852200.0	38852600.0	chr19	38850201.0	38858201.0	8000.0	400.0	479.0	5.9875	95.0%	0.0	194213.0	194312.0	4.0	38.0	40.0	2.0	2.0	983	38851400	38853600	0.980185128928965	0.547191011235955	0.547191011235955
chr19	38871200.0	38871600.0	chr19	38862801.0	38874001.0	11200.0	400.0	738.0	6.589285714285714	95.0%	0.0	194308.0	194407.0	4.0	6.0	56.0	2.0	2.0	984	38870400	38872600	5.139897924599133e-07	0.6084089035449299	0.6084089035449299
chr19	38878000.0	38878400.0	chr19	38869601.0	38879801.0	10200.0	400.0	908.0	8.901960784313726	95.0%	0.0	194342.0	194441.0	4.0	6.0	51.0	2.0	2.0	985	38877200	38879400	1.7900719267126022e-14	0.5528455284552846	0.5528455284552846
chr19	38883600.0	38884000.0	chr19	38875201.0	38885001.0	9800.0	400.0	603.0	6.153061224489796	95.0%	0.0	194370.0	194469.0	4.0	6.0	49.0	2.0	2.0	986	38882800	38885000	0.0001634089059029	0.5387420237010028	0.5387420237010028
chr19	38887400.0	38887800.0	chr19	38879001.0	38891401.0	12400.0	400.0	546.0	4.403225806451613	95.0%	0.0	194389.0	194488.0	4.0	6.0	62.0	2.0	2.0	987	38886600	38888800	0.0062860670012658	0.5498489425981873	0.5498489425981873
chr19	38889800.0	38890200.0	chr19	38881401.0	38893201.0	11800.0	400.0	698.0	5.915254237288136	95.0%	0.0	194401.0	194500.0	4.0	6.0	59.0	2.0	2.0	988	38889000	38891200	0.0177637834717516	0.5878839590443686	0.5878839590443686
chr19	38893200.0	38893600.0	chr19	38891401.0	38897601.0	6200.0	400.0	627.0	10.112903225806452	95.0%	0.0	194418.0	194517.0	4.0	39.0	31.0	2.0	3.0	989	38892400	38894600	0.0278688606624921	0.5541958041958042	0.5541958041958042
chr19	38908600.0	38909000.0	chr19	38900201.0	38913001.0	12800.0	400.0	781.0	6.1015625	95.0%	0.0	194495.0	194594.0	4.0	6.0	64.0	2.0	3.0	990	38907800	38910000	0.0042493471239172	0.6629881154499151	0.6629881154499151
chr19	38914000.0	38914400.0	chr19	38910001.0	38918001.0	8000.0	400.0	763.0	9.5375	95.0%	0.0	194522.0	194621.0	4.0	28.0	40.0	2.0	2.0	991	38913200	38915400	0.0210574711905995	0.6363636363636364	0.6363636363636364
chr19	38917200.0	38917600.0	chr19	38908801.0	38919001.0	10200.0	400.0	642.0	6.294117647058823	95.0%	0.0	194538.0	194637.0	4.0	6.0	51.0	2.0	2.0	992	38916400	38918600	0.0309482605829383	0.5874190564292322	0.5874190564292322
